Unnamed: 0,tconst,ordering,nconst,category,job,characters
865015,tt0101076,1,nm0191906,actor,\N,"[""Darkwing Duck"",""Drake Mallard"",""Herb Muddlefoot""]"
865016,tt0101076,2,nm0569598,actor,\N,"[""Launchpad McQuack"",""Gumball"",""Launchpad""]"
865017,tt0101076,3,nm0004815,actress,\N,"[""Gosalyn Waddlemeyer-Mallard"",""Gosalyn Waddlemeyer"",""Girl""]"
865018,tt0101076,4,nm0500246,actress,\N,"[""Honker Muddlefoot"",""Additional Voices"",""Honkulon""]"
865019,tt0101076,5,nm0866214,actress,\N,"[""Binkie Muddlefoot"",""Additional Voices"",""Aunt Trudy""]"
865020,tt0101076,6,nm0144657,actor,\N,"[""Megavolt"",""Elmo Sputterspark"",""Loudspeaker Announcer""]"
865021,tt0101076,7,nm0919798,actor,\N,"[""Eek"",""Squeak"",""Archie""]"
865022,tt0101076,8,nm0542706,actor,\N,"[""J. Gander Hooter"",""Additional Voices"",""Additional voices""]"
865023,tt0101076,9,nm0409361,actor,\N,"[""Dr. Reginald Bushroot"",""Costumer with dentures"",""Crosby""]"
894051,tt0104431,10,nm0893079,production_designer,\N,\N
894052,tt0104431,1,nm0000346,actor,\N,"[""Kevin""]"
894053,tt0104431,2,nm0000582,actor,\N,"[""Harry""]"
894054,tt0104431,3,nm0827663,actor,\N,"[""Marv""]"
894055,tt0104431,4,nm0001573,actress,\N,"[""Kate""]"
894056,tt0104431,5,nm0001060,director,\N,\N
894057,tt0104431,6,nm0000455,writer,characters,\N
894058,tt0104431,7,nm0002354,composer,\N,\N
894059,tt0104431,8,nm0531310,cinematographer,director of photography,\N
894060,tt0104431,9,nm0331532,editor,\N,\N
894097,tt0104437,10,nm0248054,writer,screenplay,\N
894098,tt0104437,1,nm0001548,actor,\N,"[""Wayne""]"
894099,tt0104437,2,nm0833519,actress,\N,"[""Diane""]"
894100,tt0104437,3,nm0647084,actor,\N,"[""Nick""]"
894101,tt0104437,4,nm0787741,actor,\N,"[""Adam""]"
894102,tt0104437,5,nm0459170,director,\N,\N
894103,tt0104437,6,nm0002340,writer,characters,\N
894104,tt0104437,7,nm0951206,writer,characters,\N
894105,tt0104437,8,nm0619547,writer,characters,\N
894106,tt0104437,9,nm0329340,writer,story,\N
902418,tt0105417,10,nm0357023,editor,\N,\N
902419,tt0105417,1,nm0000155,actress,\N,"[""Deloris""]"
902420,tt0105417,2,nm0001749,actress,\N,"[""Mother Superior""]"
902421,tt0105417,3,nm0001562,actress,\N,"[""Mary Patrick""]"
902422,tt0105417,4,nm0538655,actress,\N,"[""Mary Robert""]"
902423,tt0105417,5,nm0001915,director,\N,\N
902424,tt0105417,6,nm0397411,writer,written by,\N
902425,tt0105417,7,nm0777462,producer,producer,\N
902426,tt0105417,8,nm0003299,composer,\N,\N
902427,tt0105417,9,nm0004229,cinematographer,\N,\N
907050,tt0105958,10,nm0725864,actress,\N,"[""Morgan Matthews"",""Aggressive Actress""]"
907051,tt0105958,1,nm0005399,actor,\N,"[""Cory Matthews"",""Ben Sandwich"",""Rory""]"
907052,tt0105958,2,nm0835045,actor,\N,"[""Shawn Hunter"",""Isaac 'Goodshot' Kelly"",""Schneider""]"
907053,tt0105958,3,nm0200122,actor,\N,"[""George Feeny"",""Captain Feeny"",""Fez-head""]"
907054,tt0105958,4,nm0709808,actress,\N,"[""Amy Matthews"",""Ella Fitzgerald-Kennedy"",""Natasha""]"
907055,tt0105958,5,nm0414551,writer,created by,\N
907056,tt0105958,6,nm0446190,writer,created by,\N
907057,tt0105958,7,nm0295115,actor,\N,"[""Eric Matthews"",""Gumshoe"",""Self""]"
907058,tt0105958,8,nm0750916,actor,\N,"[""Alan Matthews"",""Boris"",""Costello""]"
907059,tt0105958,9,nm0004918,actress,\N,"[""Topanga Lawrence"",""Topanga Matthews"",""Trixie""]"
912714,tt0106611,10,nm0824406,producer,producer,\N
912715,tt0106611,1,nm0001006,actor,\N,"[""Irv""]"
912716,tt0106611,2,nm0502442,actor,\N,"[""Derice Bannock""]"
912717,tt0106611,3,nm0234791,actor,\N,"[""Sanka Coffie""]"
912718,tt0106611,4,nm0507644,actor,\N,"[""Junior Bevil""]"
912719,tt0106611,5,nm0005509,director,\N,\N
912720,tt0106611,6,nm0796848,writer,story,\N
912721,tt0106611,7,nm0006916,writer,story,\N
912722,tt0106611,8,nm0842476,writer,screenplay,\N
912723,tt0106611,9,nm0325271,writer,screenplay,\N
917027,tt0107120,10,nm0002201,composer,\N,\N
917028,tt0107120,1,nm0000541,actress,\N,"[""Winifred""]"
917029,tt0107120,2,nm0000572,actress,\N,"[""Sarah""]"
917030,tt0107120,3,nm0001562,actress,\N,"[""Mary""]"
917031,tt0107120,4,nm0441814,actor,\N,"[""Max""]"
917032,tt0107120,5,nm0650905,director,\N,\N
917033,tt0107120,6,nm0456946,writer,story,\N
917034,tt0107120,7,nm0308376,writer,story,\N
917035,tt0107120,8,nm0193854,writer,screenplay,\N
917036,tt0107120,9,nm0353187,producer,producer,\N
917111,tt0107131,10,nm0506410,producer,producer,\N
917112,tt0107131,1,nm0000150,actor,\N,"[""Chance""]"
917113,tt0107131,2,nm0000398,actress,\N,"[""Sassy""]"
917114,tt0107131,3,nm0017519,actor,\N,"[""Molly's Father""]"
917115,tt0107131,4,nm0076204,actor,\N,"[""Desk Sergeant""]"
917116,tt0107131,5,nm0242271,director,\N,\N
917117,tt0107131,6,nm0122484,writer,"novel ""The Incredible Journey""",\N
917118,tt0107131,7,nm0003031,writer,screenplay,\N
917119,tt0107131,8,nm0941314,writer,screenplay,\N
917120,tt0107131,9,nm0155942,producer,producer,\N
937372,tt0109520,10,nm0410419,cinematographer,director of photography,\N
937373,tt0109520,1,nm0000389,actor,\N,"[""Gordon Bombay""]"
937374,tt0109520,2,nm0002062,actress,\N,"[""Michele""]"
937375,tt0109520,3,nm0875951,actor,\N,"[""Tibbles""]"
937376,tt0109520,4,nm0747962,actor,\N,"[""Jan""]"
937377,tt0109520,5,nm0918873,director,\N,\N
937378,tt0109520,6,nm0109359,writer,characters,\N
937379,tt0109520,7,nm0000816,producer,producer,\N
937380,tt0109520,8,nm0449549,producer,producer,\N
937381,tt0109520,9,nm0002370,composer,\N,\N
953485,tt0111419,10,nm0743919,composer,\N,\N
953486,tt0111419,1,nm0072533,actress,\N,"[""Thumbelina""]"
953487,tt0111419,2,nm0408189,actor,\N,"[""Prince Cornelius""]"
953488,tt0111419,3,nm0174581,actor,\N,"[""Jacquimo""]"
953489,tt0111419,4,nm0176904,actress,\N,"[""Mother""]"
953490,tt0111419,5,nm0089940,director,\N,\N
953491,tt0111419,6,nm0325776,director,\N,\N
953492,tt0111419,7,nm0026153,writer,original classic fairytale,\N
953493,tt0111419,8,nm0690112,producer,producer,\N
953494,tt0111419,9,nm0005180,composer,\N,\N
962578,tt0112499,10,nm0757136,production_designer,\N,\N
962579,tt0112499,1,nm0000430,actor,\N,"[""Sheriff Tom Palmer""]"
962580,tt0112499,2,nm0001882,actress,\N,"[""Miss Anna Montgomery""]"
962581,tt0112499,3,nm0761587,actor,\N,"[""Coach Jay Huffer""]"
962582,tt0112499,4,nm0856012,actor,\N,"[""Edwin V. Douglas""]"
962583,tt0112499,5,nm0805965,director,\N,\N
962584,tt0112499,6,nm0083696,producer,producer,\N
962585,tt0112499,7,nm0006055,composer,\N,\N
962586,tt0112499,8,nm0005659,cinematographer,director of photography,\N
962587,tt0112499,9,nm0511219,editor,\N,\N
968422,tt0113198,10,nm0233233,writer,additional written material,\N
968423,tt0113198,1,nm0267724,actor,\N,"[""Goofy""]"
968424,tt0113198,2,nm0005189,actor,\N,"[""Max Goof""]"
968425,tt0113198,3,nm0191906,actor,\N,"[""Pete""]"
968426,tt0113198,4,nm0005192,actress,\N,"[""Roxanne""]"
968427,tt0113198,5,nm0510674,director,\N,\N
968428,tt0113198,6,nm0536440,writer,story by,\N
968429,tt0113198,7,nm0558533,writer,screenplay by,\N
968430,tt0113198,8,nm0683724,writer,screenplay by,\N
968431,tt0113198,9,nm0035664,writer,additional written material,\N
973713,tt0113862,10,nm0004383,composer,\N,\N
973714,tt0113862,1,nm0000377,actor,\N,"[""Glenn Holland""]"
973715,tt0113862,2,nm0000444,actress,\N,"[""Iris Holland""]"
973716,tt0113862,3,nm0858988,actor,\N,"[""Bill Meister""]"
973717,tt0113862,4,nm0001156,actress,\N,"[""Principal Jacobs""]"
973718,tt0113862,5,nm0378893,director,\N,\N
973719,tt0113862,6,nm0242059,writer,written by,\N
973720,tt0113862,7,nm0181202,producer,producer,\N
973721,tt0113862,8,nm0276059,producer,producer,\N
973722,tt0113862,9,nm0634445,producer,producer,\N
975289,tt0114048,10,nm0618558,producer,producer,\N
975290,tt0114048,1,nm0000418,actor,\N,"[""Capt. Sam Cahill""]"
975291,tt0114048,2,nm0000501,actor,\N,"[""Capt. T.C. Doyle""]"
975292,tt0114048,3,nm0001459,actor,\N,"[""Lt. David Poole""]"
975293,tt0114048,4,nm0234791,actor,\N,"[""SP4 Harvey (H.A.) Ashford""]"
975294,tt0114048,5,nm0934578,director,\N,\N
975295,tt0114048,6,nm0606611,writer,story,\N
975296,tt0114048,7,nm0704164,writer,written by,\N
975297,tt0114048,8,nm0467942,writer,written by,\N
975298,tt0114048,9,nm0534574,producer,producer,\N
980743,tt0114709,10,nm0169505,writer,screenplay by,\N
980744,tt0114709,1,nm0000158,actor,\N,"[""Woody""]"
980745,tt0114709,2,nm0000741,actor,\N,"[""Buzz Lightyear""]"
980746,tt0114709,3,nm0725543,actor,\N,"[""Mr. Potato Head""]"
980747,tt0114709,4,nm0001815,actor,\N,"[""Slinky Dog""]"
980748,tt0114709,5,nm0005124,director,\N,\N
980749,tt0114709,6,nm0230032,writer,original story by,\N
980750,tt0114709,7,nm0004056,writer,original story by,\N
980751,tt0114709,8,nm0710020,writer,original story by,\N
980752,tt0114709,9,nm0923736,writer,screenplay by,\N
982469,tt0114924,10,nm0006055,composer,\N,\N
982470,tt0114924,1,nm0000113,actress,\N,"[""Lucy""]"
982471,tt0114924,2,nm0000597,actor,\N,"[""Jack""]"
982472,tt0114924,3,nm0001251,actor,\N,"[""Peter""]"
982473,tt0114924,4,nm0001967,actor,\N,"[""Ox""]"
982474,tt0114924,5,nm0005509,director,\N,\N
982475,tt0114924,6,nm0838015,writer,written by,\N
982476,tt0114924,7,nm0495863,writer,written by,\N
982477,tt0114924,8,nm0083696,producer,producer,\N
982478,tt0114924,9,nm0005387,producer,producer,\N
997138,tt0116669,10,nm0004383,composer,\N,\N
997139,tt0116669,1,nm0000245,actor,\N,"[""Jack Powell""]"
997140,tt0116669,2,nm0000178,actress,\N,"[""Karen Powell""]"
997141,tt0116669,3,nm0450116,actor,\N,"[""Brian Powell""]"
997142,tt0116669,4,nm0000182,actress,\N,"[""Miss Marquez""]"
997143,tt0116669,5,nm0000338,director,\N,\N
997144,tt0116669,6,nm0218621,writer,written by,\N
997145,tt0116669,7,nm0618800,writer,written by,\N
997146,tt0116669,8,nm0297209,producer,producer,\N
997147,tt0116669,9,nm0582338,producer,producer,\N
1013482,tt0118617,10,nm0925276,writer,screenplay by,\N
1013483,tt0118617,1,nm0000212,actress,\N,"[""Anastasia""]"
1013484,tt0118617,2,nm0000131,actor,\N,"[""Dimitri""]"
1013485,tt0118617,3,nm0000502,actor,\N,"[""Rasputin""]"
1013486,tt0118617,4,nm0001288,actor,\N,"[""Vladimir""]"
1013487,tt0118617,5,nm0089940,director,\N,\N
1013488,tt0118617,6,nm0325776,director,\N,\N
1013489,tt0118617,7,nm0310319,writer,screenplay by,\N
1013490,tt0118617,8,nm0333949,writer,screenplay by,\N
1013491,tt0118617,9,nm0879318,writer,screenplay by,\N
1023068,tt0119718,10,nm0155598,cinematographer,director of photography,\N
1023069,tt0119718,1,nm0000558,actor,\N,"[""Mr. Magoo""]"
1023070,tt0119718,2,nm0001488,actress,\N,"[""Luanne""]"
1023071,tt0119718,3,nm0444832,actor,\N,"[""Waldo""]"
1023072,tt0119718,4,nm0157915,actor,\N,"[""Bob Morgan""]"
1023073,tt0119718,5,nm0867262,director,\N,\N
1023074,tt0119718,6,nm0698493,writer,written by,\N
1023075,tt0119718,7,nm0792624,writer,written by,\N
1023076,tt0119718,8,nm0617147,producer,producer,\N
1023077,tt0119718,9,nm0851699,composer,\N,\N
1028759,tt0120363,10,nm0398763,writer,screenplay by,\N
1028760,tt0120363,1,nm0000158,actor,\N,"[""Woody""]"
1028761,tt0120363,2,nm0000741,actor,\N,"[""Buzz Lightyear""]"
1028762,tt0120363,3,nm0000349,actress,\N,"[""Jessie""]"
1028763,tt0120363,4,nm0001288,actor,\N,"[""Prospector""]"
1028764,tt0120363,5,nm0005124,director,\N,\N
1028765,tt0120363,6,nm0105169,director,co-director,\N
1028766,tt0120363,7,nm0881279,director,co-director,\N
1028767,tt0120363,8,nm0230032,writer,original story by,\N
1028768,tt0120363,9,nm0004056,writer,original story by,\N
1031034,tt0120631,10,nm0872058,producer,producer,\N
1031035,tt0120631,1,nm0000106,actress,\N,"[""Danielle""]"
1031036,tt0120631,2,nm0001378,actress,\N,"[""Rodmilla""]"
1031037,tt0120631,3,nm0779084,actor,\N,"[""Prince Henry""]"
1031038,tt0120631,4,nm0324009,actor,\N,"[""Leonardo""]"
1031039,tt0120631,5,nm0855035,director,\N,\N
1031040,tt0120631,6,nm0335666,writer,screenplay,\N
1031041,tt0120631,7,nm0663002,writer,screenplay,\N
1031042,tt0120631,8,nm0674518,writer,\N,\N
1031043,tt0120631,9,nm0814969,producer,producer,\N
1091040,tt0128890,10,nm0838588,actress,\N,"[""Tessa James"",""Vanessa James"",""Additional Voices""]"
1091041,tt0128890,1,nm0001849,actress,\N,"[""Pepper Ann"",""Pepper Ann Pearson"",""Additional Voices""]"
1091042,tt0128890,2,nm0177528,actor,\N,"[""Milo Kamalani"",""Milo"",""Baron Von Gus""]"
1091043,tt0128890,3,nm0934589,actress,\N,"[""Mom"",""Lydia Pearson"",""Sherrie Spleen""]"
1091044,tt0128890,4,nm0507051,actress,\N,"[""Nicky Little"",""Nicky""]"
1091045,tt0128890,5,nm0741697,writer,created by,\N
1091046,tt0128890,6,nm0071818,actor,\N,"[""Additional Voices"",""Dieter Liederhosen"",""Craig Bean""]"
1091047,tt0128890,7,nm0781899,actress,\N,"[""Moose Pearson"",""Moose"",""Additional Voices""]"
1091048,tt0128890,8,nm0815718,actress,\N,"[""Cissy Rooney"",""Additional Voices"",""Cissy""]"
1091049,tt0128890,9,nm0001883,actress,\N,"[""Trinket St. Blaire"",""Trinket St. Blair"",""Trinket""]"
1101187,tt0130623,10,nm0338396,writer,based on an earlier screenplay by,\N
1101188,tt0130623,1,nm0000665,actor,\N,"[""Aladar""]"
1101189,tt0130623,2,nm0000523,actress,\N,"[""Neera""]"
1101190,tt0130623,3,nm0942787,actor,\N,"[""Kron""]"
1101191,tt0130623,4,nm0005569,actress,\N,"[""Plio""]"
1101192,tt0130623,5,nm0500343,director,\N,\N
1101193,tt0130623,6,nm0957798,director,\N,\N
1101194,tt0130623,7,nm0258059,writer,story,\N
1101195,tt0130623,8,nm0365666,writer,story,\N
1101196,tt0130623,9,nm0414608,writer,story,\N
1210440,tt0147800,10,nm0006099,composer,\N,\N
1210441,tt0147800,1,nm0005132,actor,\N,"[""Patrick Verona""]"
1210442,tt0147800,2,nm0005466,actress,\N,"[""Kat Stratford""]"
1210443,tt0147800,3,nm0330687,actor,\N,"[""Cameron James""]"
1210444,tt0147800,4,nm0646351,actress,\N,"[""Bianca Stratford""]"
1210445,tt0147800,5,nm0432627,director,\N,\N
1210446,tt0147800,6,nm0527581,writer,written by,\N
1210447,tt0147800,7,nm0809006,writer,written by,\N
1210448,tt0147800,8,nm0000636,writer,"play ""The Taming of the Shrew""",\N
1210449,tt0147800,9,nm0493662,producer,producer,\N
1638788,tt0211181,10,nm0925276,writer,screenplay,\N
1638789,tt0211181,1,nm0000335,actress,\N,"[""Cruella de Vil""]"
1638790,tt0211181,2,nm0000367,actor,\N,"[""Jean-Pierre Le Pelt""]"
1638791,tt0211181,3,nm0344435,actor,\N,"[""Kevin Sheperd""]"
1638792,tt0211181,4,nm0262521,actress,\N,"[""Chloe Simon""]"
1638793,tt0211181,5,nm0510674,director,\N,\N
1638794,tt0211181,6,nm0807977,writer,"novel ""The One Hundred and One Dalmatians""",\N
1638795,tt0211181,7,nm0118649,writer,story,\N
1638796,tt0211181,8,nm0716391,writer,story,\N
1638797,tt0211181,9,nm0879318,writer,screenplay,\N
1751951,tt0230011,10,nm0951392,writer,story by,\N
1751952,tt0230011,1,nm0000150,actor,\N,"[""Milo""]"
1751953,tt0230011,2,nm0001815,actor,\N,"[""Cookie""]"
1751954,tt0230011,3,nm0123553,actor,\N,"[""Moliere""]"
1751955,tt0230011,4,nm0160004,actress,\N,"[""Helga""]"
1751956,tt0230011,5,nm0873779,director,\N,\N
1751957,tt0230011,6,nm0936374,director,\N,\N
1751958,tt0230011,7,nm0614742,writer,screenplay by,\N
1751959,tt0230011,8,nm0923736,writer,story by,\N
1751960,tt0230011,9,nm0007233,writer,story by,\N
1861226,tt0247638,10,nm0410773,producer,producer,\N
1861227,tt0247638,1,nm0000267,actress,\N,"[""Queen Clarisse Renaldi""]"
1861228,tt0247638,2,nm0004266,actress,\N,"[""Mia Thermopolis""]"
1861229,tt0247638,3,nm0001185,actor,\N,"[""Joe""]"
1861230,tt0247638,4,nm0000525,actress,\N,"[""Lilly Moscovitz""]"
1861231,tt0247638,5,nm0005190,director,\N,\N
1861232,tt0247638,6,nm0127690,writer,novel,\N
1861233,tt0247638,7,nm0920859,writer,screenplay,\N
1861234,tt0247638,8,nm0153744,producer,producer,\N
1861235,tt0247638,9,nm0001365,producer,producer,\N
1873953,tt0249677,10,nm0462164,writer,additional screenplay material by,\N
1873954,tt0249677,1,nm0937930,actor,\N,"[""Scamp""]"
1873955,tt0249677,2,nm0000192,actress,\N,"[""Angel""]"
1873956,tt0249677,3,nm0001590,actor,\N,"[""Buster""]"
1873957,tt0249677,4,nm0071818,actor,\N,"[""Tramp"",""Jock"",""Trusty""]"
1873958,tt0249677,5,nm0740311,director,\N,\N
1873959,tt0249677,6,nm0746013,director,co-director,\N
1873960,tt0249677,7,nm0609600,writer,screenplay by,\N
1873961,tt0249677,8,nm0744793,writer,screenplay by,\N
1873962,tt0249677,9,nm0737241,writer,additional screenplay material by,\N
1977702,tt0265632,10,nm0842858,producer,producer,\N
1977703,tt0265632,1,nm0492620,actor,\N,"[""Tj""]"
1977704,tt0265632,2,nm0172636,actor,\N,"[""Vince""]"
1977705,tt0265632,3,nm0204771,actor,\N,"[""Mikey""]"
1977706,tt0265632,4,nm0424534,actress,\N,"[""Gretchen""]"
1977707,tt0265632,5,nm0790746,director,\N,\N
1977708,tt0265632,6,nm0314480,writer,television series Recess,\N
1977709,tt0265632,7,nm0030651,writer,television series Recess,\N
1977710,tt0265632,8,nm0338537,writer,story,\N
1977711,tt0265632,9,nm0840699,producer,producer,\N
2012734,tt0271271,10,nm0551108,composer,\N,\N
2012735,tt0271271,1,nm0832653,actress,\N,"[""Zenon Kar""]"
2012736,tt0271271,2,nm0799895,actress,\N,"[""Nebula Wade""]"
2012737,tt0271271,3,nm0540767,actress,\N,"[""Margie Hammond""]"
2012738,tt0271271,4,nm0103731,actress,\N,"[""Astrid Kar""]"
2012739,tt0271271,5,nm0182873,director,\N,\N
2012740,tt0271271,6,nm0755551,writer,"book ""Zenon, Girl of the 21st Century""",\N
2012741,tt0271271,7,nm0093098,writer,"book ""Zenon, Girl of the 21st Century""",\N
2012742,tt0271271,8,nm0471217,writer,teleplay,\N
2012743,tt0271271,9,nm0349720,producer,producer,\N
2030191,tt0273799,10,nm0440344,producer,producer,\N
2030192,tt0273799,1,nm0513281,actor,\N,"[""Max Keeble""]"
2030193,tt0273799,2,nm0588777,actor,\N,"[""Principal Elliot T. Jindraike""]"
2030194,tt0273799,3,nm0005085,actor,\N,"[""Evil Ice Cream Man""]"
2030195,tt0273799,4,nm0340720,actress,\N,"[""Megan""]"
2030196,tt0273799,5,nm0384722,director,\N,\N
2030197,tt0273799,6,nm1075184,writer,story,\N
2030198,tt0273799,7,nm0077080,writer,story,\N
2030199,tt0273799,8,nm0085933,writer,story,\N
2030200,tt0273799,9,nm0007079,writer,story,\N
2030450,tt0273842,10,nm0272857,cinematographer,\N,\N
2030451,tt0273842,1,nm0042316,actress,\N,"[""Andrea 'Andi' Carson""]"
2030452,tt0273842,2,nm0639871,actor,\N,"[""Andrew Carson""]"
2030453,tt0273842,3,nm0809720,actor,\N,"[""Dean Talon""]"
2030454,tt0273842,4,nm0401799,actress,\N,"[""Geneva Carson""]"
2030455,tt0273842,5,nm0102434,director,\N,\N
2030456,tt0273842,6,nm0460458,writer,written by,\N
2030457,tt0273842,7,nm0805957,writer,written by,\N
2030458,tt0273842,8,nm0673944,producer,producer,\N
2030459,tt0273842,9,nm0103593,composer,\N,\N
2092015,tt0283084,10,nm0823661,producer,producer,\N
2092016,tt0283084,1,nm0088127,actress,\N,"[""Winnie Foster""]"
2092017,tt0283084,2,nm0005044,actor,\N,"[""Jesse Tuck""]"
2092018,tt0283084,3,nm0000651,actress,\N,"[""Mae Tuck""]"
2092019,tt0283084,4,nm0000458,actor,\N,"[""Angus Tuck""]"
2092020,tt0283084,5,nm0751221,director,\N,\N
2092021,tt0283084,6,nm0044810,writer,novel,\N
2092022,tt0283084,7,nm0509340,writer,screenplay,\N
2092023,tt0283084,8,nm0366337,writer,screenplay,\N
2092024,tt0283084,9,nm0008953,producer,producer,\N
2169955,tt0294425,10,nm0125809,cinematographer,director of photography,\N
2169956,tt0294425,1,nm0240381,actress,\N,"[""Kelly""]"
2169957,tt0294425,2,nm0005579,actress,\N,"[""Jennifer""]"
2169958,tt0294425,3,nm0170550,actor,\N,"[""Sir""]"
2169959,tt0294425,4,nm0039162,actor,\N,"[""Brad""]"
2169960,tt0294425,5,nm0789834,director,\N,\N
2169961,tt0294425,6,nm0661275,writer,written by,\N
2169962,tt0294425,7,nm1047701,writer,written by,\N
2169963,tt0294425,8,nm0480804,producer,producer,\N
2169964,tt0294425,9,nm0457598,composer,\N,\N
2182007,tt0296251,10,nm5426384,cinematographer,director of photography,\N
2182008,tt0296251,1,nm0117070,actress,\N,"[""Tru""]"
2182009,tt0296251,2,nm0479471,actor,\N,"[""Eddie""]"
2182010,tt0296251,3,nm0001858,actress,\N,"[""Ginny""]"
2182011,tt0296251,4,nm0570306,actor,\N,"[""Bob""]"
2182012,tt0296251,5,nm0388505,director,\N,\N
2182013,tt0296251,6,nm1070424,writer,novel,\N
2182014,tt0296251,7,nm0471217,writer,teleplay,\N
2182015,tt0296251,8,nm0562025,producer,producer,\N
2182016,tt0296251,9,nm0006025,composer,\N,\N
2237387,tt0304669,10,nm0833828,writer,screenplay,\N
2237388,tt0304669,1,nm0000741,actor,\N,"[""Scott Calvin"",""Santa"",""Toy Santa""]"
2237389,tt0304669,2,nm0107748,actor,\N,"[""Curtis""]"
2237390,tt0304669,3,nm0593310,actress,\N,"[""Carol""]"
2237391,tt0304669,4,nm0005156,actor,\N,"[""Charlie Calvin""]"
2237392,tt0304669,5,nm0501185,director,\N,\N
2237393,tt0304669,6,nm0722610,writer,screenplay,\N
2237394,tt0304669,7,nm0666791,writer,screenplay,\N
2237395,tt0304669,8,nm0202425,writer,screenplay,\N
2237396,tt0304669,9,nm0214036,writer,screenplay,\N
2600485,tt0361089,10,nm0930964,producer,producer,\N
2600486,tt0361089,1,nm0000191,actor,\N,"[""Valiant""]"
2600487,tt0361089,2,nm0315041,actor,\N,"[""Bugsy""]"
2600488,tt0361089,3,nm0000347,actor,\N,"[""Von Talon""]"
2600489,tt0361089,4,nm0000980,actor,\N,"[""Sergeant""]"
2600490,tt0361089,5,nm1369705,director,\N,\N
2600491,tt0361089,6,nm1498344,writer,story,\N
2600492,tt0361089,7,nm0441750,writer,screenplay,\N
2600493,tt0361089,8,nm1276664,writer,screenplay,\N
2600494,tt0361089,9,nm0076791,writer,\N,\N
2616899,tt0363771,10,nm0425741,producer,producer,\N
2616900,tt0363771,1,nm0842770,actress,\N,"[""White Witch""]"
2616901,tt0363771,2,nm1670137,actress,\N,"[""Lucy Pevensie""]"
2616902,tt0363771,3,nm0608440,actor,\N,"[""Peter Pevensie""]"
2616903,tt0363771,4,nm1342727,actor,\N,"[""Edmund Pevensie""]"
2616904,tt0363771,5,nm0011470,director,\N,\N
2616905,tt0363771,6,nm0668754,writer,screenplay,\N
2616906,tt0363771,7,nm1321655,writer,screenplay,\N
2616907,tt0363771,8,nm1321656,writer,screenplay,\N
2616908,tt0363771,9,nm0507000,writer,book,\N
2649200,tt0368891,10,nm1469874,writer,story,\N
2649201,tt0368891,1,nm0000115,actor,\N,"[""Benjamin Franklin Gates""]"
2649202,tt0368891,2,nm1208167,actress,\N,"[""Abigail Chase""]"
2649203,tt0368891,3,nm0058581,actor,\N,"[""Riley Poole""]"
2649204,tt0368891,4,nm0000293,actor,\N,"[""Ian Howe""]"
2649205,tt0368891,5,nm0005509,director,\N,\N
2649206,tt0368891,6,nm0467942,writer,screenplay,\N
2649207,tt0368891,7,nm0926727,writer,screenplay,\N
2649208,tt0368891,8,nm0926729,writer,screenplay,\N
2649209,tt0368891,9,nm0043233,writer,story,\N
2706739,tt0377770,1,nm0527741,actress,\N,"[""Singing""]"
2706740,tt0377770,2,nm0261170,actress,\N,"[""Rebecca Drummond""]"
2706741,tt0377770,3,nm0597963,director,\N,\N
2706742,tt0377770,4,nm0198557,writer,story,\N
2706743,tt0377770,5,nm0376245,writer,story,\N
2706744,tt0377770,6,nm0089118,producer,producer,\N
2706745,tt0377770,7,nm0006193,composer,\N,\N
2706746,tt0377770,8,nm0024305,editor,\N,\N
2706747,tt0377770,9,nm0288548,production_designer,\N,\N
2742030,tt0382932,10,nm0677037,writer,additional story material,\N
2742031,tt0382932,1,nm0004951,actor,\N,"[""Gusteau""]"
2742032,tt0382932,2,nm0738918,actor,\N,"[""Linguini""]"
2742033,tt0382932,3,nm0652663,actor,\N,"[""Remy""]"
2742034,tt0382932,4,nm0000453,actor,\N,"[""Skinner""]"
2742035,tt0382932,5,nm0083348,director,\N,\N
2742036,tt0382932,6,nm0684342,director,co-director,\N
2742037,tt0382932,7,nm0135296,writer,original story by,\N
2742038,tt0382932,8,nm1486235,writer,additional story material,\N
2742039,tt0382932,9,nm1271884,writer,additional story material,\N
2861970,tt0401398,10,nm0227540,writer,characters,\N
2861971,tt0401398,1,nm0911320,actor,\N,"[""Kronk""]"
2861972,tt0401398,2,nm0001808,actress,\N,"[""Ms. Birdwell""]"
2861973,tt0401398,3,nm0457755,actress,\N,"[""Yzma""]"
2861974,tt0401398,4,nm0005450,actor,\N,"[""Kuzco""]"
2861975,tt0401398,5,nm1291225,director,\N,\N
2861976,tt0401398,6,nm1074748,director,\N,\N
2861977,tt0401398,7,nm1902232,writer,story by,\N
2861978,tt0401398,8,nm1713427,writer,story by,\N
2861979,tt0401398,9,nm0737241,writer,story by,\N
2922467,tt0410696,10,nm0279225,producer,producer,\N
2922468,tt0410696,1,nm1263939,actress,\N,"[""Brittany Aarons""]"
2922469,tt0410696,2,nm0814259,actress,\N,"[""Natasha Kwon-Schwartz""]"
2922470,tt0410696,3,nm1653610,actress,\N,"[""Kaylee Holland""]"
2922471,tt0410696,4,nm1655778,actress,\N,"[""Ashley Simon""]"
2922472,tt0410696,5,nm0390822,director,\N,\N
2922473,tt0410696,6,nm0257177,writer,story,\N
2922474,tt0410696,7,nm0257171,writer,story,\N
2922475,tt0410696,8,nm0073504,writer,teleplay,\N
2922476,tt0410696,9,nm0037197,producer,producer,\N
